title_id,title,box_office,country,genre,director,metascore,production,rating,IMDB_rating,rotten_tomatoes_rating,runtime,type,IMDB_votes
tt6856592,#Captured,N/A,USA,Thriller,Joe Homokay,N/A,N/A,N/A,6.1,NA,81 min,movie,"1,101"
tt6479626,#CoEdConfessions,N/A,USA,"Comedy, Romance","William Cardoza, Guillermo Gomez, Rachael Hadassah, Djordje Mladenovic, Kent Palzes",N/A,N/A,N/A,N/A,NA,61 min,movie,N/A
tt6119504,#REALITYHIGH,N/A,USA,"Comedy, Drama, Romance",Fernando Lebrija,N/A,N/A,TV-14,5.2,NA,99 min,movie,"4,800"
tt5654204,#Slaughterhouse,N/A,USA,"Action, Horror",Dino Maglaris,N/A,N/A,N/A,7.5,NA,N/A,movie,24
tt6046566,#humbled,N/A,USA,N/A,Russell Max Simon,N/A,N/A,N/A,N/A,NA,76 min,movie,N/A
tt6359426,#murderchallenge,N/A,USA,Horror,Michael Bilinski,N/A,N/A,UNRATED,N/A,NA,N/A,movie,N/A
tt6608094,&,N/A,USA,N/A,Cedric van Eenoo,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt0326716,5-25-77,N/A,USA,"Comedy, Drama",Patrick Read Johnson,N/A,N/A,N/A,6.1,NA,113 min,movie,299
tt4685428,1 Buck,N/A,USA,"Drama, Thriller",Fabien Dufils,N/A,Gravitas Ventures,TV-MA,6.0,NA,90 min,movie,"2,304"
tt2184233,1 Mile to You,N/A,USA,"Drama, Romance, Sport",Leif Tilden,N/A,Gravitas Ventures,TV-14,6.3,NA,104 min,movie,"2,000"
tt6235650,10/31,N/A,USA,Horror,"Brett DeJager, Rocky Gray, Zane Hershberger, John William Holt, Hunter Johnson, Justin M. Seaman",N/A,N/A,N/A,6.6,NA,N/A,movie,93
tt6105714,100 Blocks,N/A,USA,Drama,Diaunte Thompson,N/A,N/A,N/A,8.5,NA,87 min,movie,11
tt5760674,1040 Not So EZ,N/A,USA,Drama,David Nguyen,N/A,N/A,N/A,N/A,NA,90 min,movie,N/A
tt5143226,12 Feet Deep,N/A,USA,"Horror, Thriller",Matt Eskandari,N/A,N/A,Not Rated,5.6,NA,85 min,movie,"11,102"
tt5544754,12 Pound Balls,N/A,USA,Comedy,Zachary Madson,N/A,N/A,TV-MA,4.0,NA,80 min,movie,137
tt3396208,12 Round Gun,N/A,USA,"Drama, Sport",Sam Upton,N/A,N/A,TV-MA,4.6,NA,92 min,movie,172
tt5193216,13 Chambers,N/A,USA,"Drama, Fantasy, Horror","Jessica Aceti, Megumi Arai, Lindy Boustedt, Claire Buss, Gisella Bustillos, Nancy Chang, Dayna Hanson, Kat Larson, Wynter Rhys, Norma Jean Straw",N/A,N/A,N/A,N/A,NA,73 min,movie,N/A
tt6544454,13 Minuteman,N/A,USA,"Action, Drama",Chaz Feldman,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt7385874,18 Days,N/A,USA,N/A,Rafael Ragland,N/A,N/A,N/A,N/A,NA,92 min,movie,N/A
tt6214928,1922,N/A,USA,"Crime, Drama, Horror, Mystery, Thriller",Zak Hilditch,70,Netflix,TV-MA,6.3,90%,102 min,movie,"42,125"
tt5748356,1948,N/A,USA,N/A,Ken Sibanda,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt7732524,1993,N/A,USA,Horror,Elle Millie,N/A,N/A,N/A,3.8,NA,73 min,movie,5
tt7003386,2 Lanes,N/A,USA,Mystery,Villa Mane,N/A,N/A,N/A,3.9,NA,56 min,movie,10
tt3752610,2 Years of Love,N/A,USA,"Comedy, Romance",Thadd Turner,N/A,N/A,UNRATED,4.3,NA,88 min,movie,111
tt5475468,20 Weeks,N/A,USA,"Drama, Romance",Leena Pendharkar,N/A,Uncork&#39;d Entertainment,N/A,5.0,NA,90 min,movie,137
tt4762592,200 Degrees,N/A,USA,Thriller,Giorgio Serafini,N/A,N/A,TV-14,4.4,NA,91 min,movie,447
tt6864870,200 Miles,N/A,USA,Drama,Sam Bathrick,N/A,N/A,N/A,7.8,NA,50 min,movie,6
tt5157616,2016,N/A,USA,Horror,Gary Anthony Sturgis,N/A,N/A,N/A,7.1,NA,N/A,movie,36
tt6361966,2016 Dancing Dolls a Christmas Story,N/A,USA,Family,N/A,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt6528348,21st Century America,N/A,USA,Drama,N/A,N/A,N/A,N/A,N/A,NA,90 min,movie,N/A
tt5442456,24 Hours to Live,N/A,"South Africa, China, USA","Action, Sci-Fi, Thriller",Brian Smrz,37,Saban Films,R,5.7,52%,93 min,movie,"11,016"
tt6748368,287G Black Latina,N/A,USA,N/A,Rhondak Bennett,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5119720,29 Light Years,N/A,USA,Drama,Matt Thornton,N/A,N/A,N/A,N/A,NA,90 min,movie,N/A
tt5670648,29 or: The Day a Girl Broke Up with a Boy,N/A,USA,"Comedy, Drama",Ivvan Pignon,N/A,N/A,N/A,N/A,NA,80 min,movie,N/A
tt1131724,2:22,N/A,"Australia, USA","Drama, Sci-Fi, Thriller",Paul Currie,N/A,Magnolia Pictures,PG-13,5.8,22%,98 min,movie,"17,328"
tt5618160,3,N/A,USA,"Horror, Mystery, Thriller",Lou Simon,N/A,N/A,Not Rated,4.2,NA,80 min,movie,183
tt7271958,3 Days on the Cross,N/A,USA,"Drama, Mystery, Sci-Fi",Aaron Martinez,N/A,N/A,N/A,N/A,NA,108 min,movie,N/A
tt7423004,30 Day Promise,N/A,USA,Drama,Corey L. Branch,N/A,N/A,N/A,N/A,NA,90 min,movie,N/A
tt3421318,30-Love,N/A,USA,"Comedy, Drama, Romance",Robert Cannon,N/A,Indie Rights,N/A,N/A,NA,103 min,movie,N/A
tt4346510,34 Inches,N/A,USA,Comedy,Sanna Haynes,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt6057540,36 Steps on a Curved Road,N/A,"USA, Canada",Drama,Pierre St-Jacques,N/A,N/A,N/A,N/A,NA,83 min,movie,N/A
tt2595708,44 at Melrose,N/A,"USA, Argentina",Drama,Martin DeLuca,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt2932536,47 Meters Down,"$44,305,642","UK, USA","Adventure, Drama, Horror, Thriller",Johannes Roberts,52,Entertainment Studios Motion Pictures,PG-13,5.6,54%,89 min,movie,"43,319"
