title_id,title,box_office,country,genre,director,metascore,production,rating,IMDB_rating,rotten_tomatoes_rating,runtime,type,IMDB_votes
tt4181400,The Sparrows: Nesting,N/A,USA,"Drama, Family","Nancy Criss, Josh Hodgins",N/A,N/A,Not Rated,5.3,NA,92 min,movie,90
tt3675676,The Spectacular Jihad of Taz Rahim,N/A,"USA, India","Comedy, Crime, Drama",Raghav Murali,N/A,Ziryab Films,N/A,6.9,NA,128 min,movie,11
tt3266322,The Sphere and the Labyrinth,N/A,USA,Drama,Michael Robertson Moore,N/A,N/A,N/A,N/A,NA,85 min,movie,N/A
tt2279373,The SpongeBob Movie: Sponge Out of Water,N/A,"USA, South Korea, Australia","Animation, Adventure, Comedy, Family, Fantasy","Paul Tibbitt, Mike Mitchell",62,Paramount Pictures,PG,6.0,81%,92 min,movie,"45,235"
tt1238846,The Square Root of 2,N/A,USA,Drama,"Harold Reitman, Bernard Salzmann",N/A,N/A,PG,7.0,NA,90 min,movie,6
tt3248600,The Squeeze,N/A,USA,"Comedy, Drama, Sport",Terry Jastrow,26,Arc Entertainment,PG-13,5.4,15%,95 min,movie,500
tt0420293,The Stanford Prison Experiment,N/A,USA,"Biography, Drama, History, Thriller",Kyle Patrick Alvarez,67,IFC Films,R,6.9,84%,122 min,movie,"33,985"
tt6035344,The Stars That Shine at Night,N/A,USA,Drama,Brigette Wagner,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt3478772,The Stockholm Bloodbath,N/A,"Sweden, USA","Horror, Thriller",Stephanie Ohlsson,N/A,N/A,N/A,N/A,NA,73 min,movie,N/A
tt4161414,The Stockroom,N/A,USA,"Comedy, Drama",Victor Cruz,N/A,N/A,N/A,N/A,NA,84 min,movie,N/A
tt5341670,The Stones of Okella,N/A,USA,"Adventure, Comedy, Fantasy","Taylor J. Irizarry, Ej Irizarry",N/A,N/A,N/A,9.8,NA,55 min,movie,25
tt4669180,The Stoop,N/A,USA,Comedy,N/A,N/A,N/A,N/A,N/A,NA,104 min,movie,N/A
tt5117328,The Stranded,N/A,USA,Comedy,Robert J. Escandon,N/A,N/A,N/A,N/A,NA,52 min,movie,N/A
tt4097336,The Strange Eyes of Dr. Myes,N/A,USA,"Animation, Drama, Musical, Sci-Fi",Nancy Andrews,N/A,N/A,N/A,5.9,NA,76 min,movie,29
tt4094144,The Strongest Man,N/A,USA,Comedy,Kenny Riches,39,FilmBuff,N/A,6.1,22%,99 min,movie,158
tt3217994,The Submarine Kid,N/A,USA,"Drama, Romance",Eric Bilitch,N/A,N/A,Unrated,5.8,NA,109 min,movie,738
tt4806856,The Suicide Squad: A Typical Tuesday,N/A,USA,Action,Bj Lewis,N/A,N/A,N/A,N/A,NA,45 min,movie,N/A
tt4459162,The Summoning,N/A,USA,"Horror, Thriller",Charles Murray,N/A,Parkside Pictures,N/A,6.1,NA,N/A,movie,30
tt4651382,The Sunshine Kid,N/A,"China, USA","Animation, Adventure, Comedy",Heart Fensch,N/A,N/A,N/A,N/A,NA,90 min,movie,N/A
tt3581788,The Surface,N/A,USA,"Drama, Romance",Michael J. Saul,N/A,eOne,Not Rated,5.5,NA,79 min,movie,162
tt5839202,The Survivor,N/A,USA,Comedy,Langxi Ge,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt4649162,The Take,N/A,USA,Drama,Jordon Foss,N/A,N/A,N/A,N/A,NA,50 min,movie,N/A
