title_id,title,box_office,country,genre,director,metascore,production,rating,IMDB_rating,rotten_tomatoes_rating,runtime,type,IMDB_votes
tt2024544,12 Years a Slave,"$50,628,650","usa, uk","Biography, Drama, History",Steve McQueen,96.0,Fox Searchlight,R,8.1,95%,134 min,movie,"597,190"
tt1272878,2 Guns,"$73,500,000",usa,"Action, Comedy, Thriller",Baltasar Kormákur,55.0,Universal Pictures,R,6.7,64%,109 min,movie,"185,722"
tt1711425,21 & Over,"$25,675,765",usa,Comedy,"Jon Lucas, Scott Moore",34.0,Relativity Media,R,5.8,26%,93 min,movie,"69,943"
tt0453562,42,"$95,001,343",usa,"Biography, Drama, Sport",Brian Helgeland,62.0,Warner Bros. Pictures,PG-13,7.5,80%,128 min,movie,"79,660"
tt1335975,47 Ronin,"$20,518,224","usa, uk, japan, hungary","Action, Drama, Fantasy",Carl Rinsch,28.0,Universal Pictures,PG-13,6.2,16%,128 min,movie,"139,967"
tt1606378,A Good Day to Die Hard,"$67,344,392","usa, russia, hungary","Action, Thriller",John Moore,28.0,20th Century Fox,R,5.3,15%,98 min,movie,"192,108"
tt2243537,A Haunted House,"$32,536,865",usa,"Comedy, Fantasy",Michael Tiddes,20.0,Open Road Films,R,5.0,10%,86 min,movie,"41,472"
tt2609758,A Madea Christmas,"$52,528,330",usa,"Comedy, Drama, Romance",Tyler Perry,28.0,Lionsgate,PG-13,4.8,20%,100 min,movie,"5,617"
tt2276069,A Master Builder,"$46,874",usa,Drama,Jonathan Demme,67.0,Abramorama Entertainment,Not Rated,5.9,81%,130 min,movie,666
tt2275471,A Perfect Man,$388,usa,"Drama, Romance",Kees Van Oostrum,31.0,IFC Films,R,5.2,20%,95 min,movie,"1,840"
tt2201548,A Teacher,"$4,000",usa,"Drama, Romance",Hannah Fidell,47.0,Oscilloscope Laboratories,Not Rated,4.7,34%,75 min,movie,"4,076"
tt1311060,A.C.O.D.,"$123,368",usa,Comedy,Stuart Zicherman,50.0,The Film Arcade,R,5.6,52%,88 min,movie,"12,239"
tt1814621,Admission,"$18,000,000",usa,"Comedy, Drama, Romance",Paul Weitz,48.0,Focus Features,PG-13,5.7,38%,107 min,movie,"32,274"
tt1067765,Adult World,"$16,740",usa,"Comedy, Drama",Scott Coffey,61.0,IFC Films,R,6.1,54%,97 min,movie,"16,268"
tt2309961,Afflicted,"$121,179","canada, usa","Horror, Mystery, Thriller","Derek Lee, Clif Prowse",56.0,CBS Films,R,6.3,83%,85 min,movie,"20,673"
tt1815862,After Earth,"$60,522,097",usa,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",M. Night Shyamalan,33.0,Sony Pictures,PG-13,4.8,11%,100 min,movie,"185,333"
tt0490075,Aftermath,"$2,955",usa,"Crime, Thriller",Thomas Farone,,Freestyle Releasing,R,5.0,,84 min,movie,276
tt2312890,Afternoon Delight,"$174,496",usa,"Comedy, Drama",Jill Soloway,50.0,The Film Arcade,R,5.7,67%,98 min,movie,"9,147"
tt2388637,Ain't Them Bodies Saints,"$200,000",usa,"Crime, Drama, Romance",David Lowery,74.0,IFC Films,R,6.4,78%,96 min,movie,"19,757"
tt1462901,All Is Bright,"$4,556",usa,"Comedy, Drama",Phil Morrison,54.0,Anchor Bay Films,R,5.6,48%,107 min,movie,"5,530"
tt2017038,All Is Lost,"$4,300,353",usa,"Adventure, Drama",J.C. Chandor,87.0,Lionsgate/Roadside Attractions,PG-13,6.9,94%,106 min,movie,"72,869"
tt2325517,Almost Human,"$6,986",usa,"Horror, Sci-Fi, Thriller",Joe Begos,40.0,IFC Films,Unrated,4.6,45%,80 min,movie,"2,830"
tt1986769,Alone Yet Not Alone,"$668,172",usa,"Action, Drama, History, Romance, War","Ray Bengston, George D. Escobar(co-director)",,Hammond Entertainment,PG-13,4.5,,103 min,movie,677
tt1800241,American Hustle,"$99,165,609",usa,"Crime, Drama",David O. Russell,90.0,Sony Pictures,R,7.2,92%,138 min,movie,"428,272"
tt1229340,Anchorman 2: The Legend Continues,"$76,820,043",usa,Comedy,Adam McKay,61.0,Paramount Pictures,PG-13,6.3,75%,119 min,movie,"160,646"
tt1807944,As I Lay Dying,"$15,009",usa,Drama,James Franco,50.0,Millennium Entertainment,R,5.4,38%,110 min,movie,"3,647"
tt1483324,At Middleton,"$52,926",usa,"Comedy, Romance",Adam Rodgers,60.0,Anchor Bay and Freestyle Releasing,R,6.5,59%,99 min,movie,"7,415"
tt1322269,August: Osage County,"$29,202,643",usa,"Comedy, Drama",John Wells,58.0,The Weinstein Company,R,7.2,65%,121 min,movie,"80,901"
tt1985019,Austenland,"$2,155,334","uk, usa","Comedy, Romance",Jerusha Hess,42.0,Sony Pictures Classics,PG-13,6.3,31%,97 min,movie,"18,326"
tt1684548,Axe Giant: The Wrath of Paul Bunyan,"$2,498",usa,"Fantasy, Horror",Gary Jones,,Cinema Purgatorio,R,3.5,,90 min,movie,"1,004"
tt3063516,Bad Grandpa,"$84,961,415",usa,Comedy,Jeff Tremaine,54.0,Paramount Pictures,R,6.5,61%,92 min,movie,"86,953"
tt1171222,Baggage Claim,"$17,262,017",usa,"Comedy, Romance",David E. Talbert,34.0,Fox Searchlight,PG-13,5.1,16%,96 min,movie,"8,469"
tt1532958,Battle of the Year,"$8,888,355",usa,"Drama, Music",Benson Lee,29.0,Sony Pictures,PG-13,5.0,6%,110 min,movie,"8,858"
tt1559547,Beautiful Creatures,"$19,445,217",usa,"Drama, Fantasy, Romance",Richard LaGravenese,52.0,Warner Bros. Pictures,PG-13,6.1,47%,124 min,movie,"81,365"
tt2209418,Before Midnight,"$8,114,507","usa, greece","Drama, Romance",Richard Linklater,94.0,Drafthouse Recommends,R,7.9,97%,109 min,movie,"127,756"
