title_id,title,box_office,country,genre,director,metascore,production,rating,IMDB_rating,rotten_tomatoes_rating,runtime,type,IMDB_votes
tt2140507,The Current War: Director's Cut,N/A,USA,"Biography, Drama, History",Alfonso Gomez-Rejon,55,101 Studios,PG-13,6.4,29%,102 min,movie,"7,477"
tt3228450,The Curse of All Hallows' Eve,N/A,USA,Horror,Guy Bodart,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt5816936,The Curse of the Dragon Sword,N/A,USA,"Action, Adventure, Comedy",Jason Phelps,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt4864442,The Custodian,N/A,USA,Thriller,Michael Arabian,N/A,N/A,N/A,N/A,NA,N/A,movie,N/A
tt6517046,The Cutting Truth,N/A,USA,"Drama, Thriller",Michael S. McClafferty,N/A,N/A,R,8.3,NA,49 min,movie,7
tt6149282,The Danger Element,N/A,USA,Action,John Soares,N/A,N/A,N/A,3.8,NA,100 min,movie,59
tt6813056,The Dark Side of the Womb,N/A,USA,"Comedy, Horror",Sam Salerno,N/A,N/A,N/A,5.8,NA,80 min,movie,29
tt1648190,The Dark Tower,"$50,644,837",USA,"Action, Adventure, Fantasy, Horror, Sci-Fi, Western",Nikolaj Arcel,34,Sony Pictures,PG-13,5.6,16%,95 min,movie,"116,221"
tt6254344,The Dash,N/A,USA,Drama,Jet Ainsworth,N/A,N/A,N/A,N/A,NA,52 min,movie,N/A
tt6893214,The Day I Met Her,N/A,USA,"Comedy, Romance, Sci-Fi",Jimmy Humphrey,N/A,N/A,N/A,N/A,NA,120 min,movie,N/A
tt6784770,The Daydreamer's Notebook,N/A,USA,Drama,Michael J. Saul,N/A,N/A,N/A,N/A,NA,75 min,movie,N/A
tt5966246,The Dead,N/A,USA,"Comedy, Drama",Edward Martin III,N/A,N/A,N/A,N/A,NA,87 min,movie,N/A
tt7329916,The Dead Bodies in #223,N/A,USA,Horror,"Jason Hoover, Bobby Easley(co-director)",N/A,N/A,N/A,6.8,NA,N/A,movie,6
